,column_a,drugname_brand,drugname_generic,claim_count,total_spending,user_count,total_spending_per_user,unit_count,unit_cost_wavg,user_count_non_lowincome,out_of_pocket_avg_non_lowincome,user_count_lowincome,out_of_pocket_avg_lowincome,year,key
41,41,ACTOS,PIOGLITAZONE HCL,4484645,1294152165.4,778712.0,1661.9137311,184549604.23,7.113681280900001,376150.0,338.94200912,402562.0,29.919584311999998,2011,52052
42,42,ACUFLEX,ACETAMINOPHEN/PHENYLTOLX,50,4575.98,24.0,190.66583333,3412.0,1.3411430246,13.0,53.795384615,11.0,4.7563636364,2011,52053
43,43,ACULAR,KETOROLAC TROMETHAMINE,3704,452419.45,2141.0,211.31221392,21692.5,20.856030886,1075.0,78.781144186,1066.0,6.328564728,2011,52054
44,44,ACULAR LS,KETOROLAC TROMETHAMINE,6188,724099.57,3663.0,197.67938029,33562.0,21.574982719,2294.0,80.633971229,1369.0,7.232352081799999,2011,52055
45,45,ACUVAIL,KETOROLAC TROMETHAMINE/PF,20719,3000401.3,15153.0,198.00708111,735916.5,4.0770947519,11079.0,73.86417998,4074.0,7.4862714777,2011,52056
46,46,ACYCLOVIR,ACYCLOVIR,1042311,22751482.71,434279.0,52.389092518999995,61684272.256000005,0.3910865953,272649.0,18.083346647,161630.0,3.1715257687,2011,52057
47,47,ACYCLOVIR SODIUM,ACYCLOVIR SODIUM,338,85358.64,168.0,508.08714286,101946.91,0.9041454339,67.0,69.443731343,101.0,1.4247524752,2011,52058
49,49,ADACEL TDAP,"DIPH,PERTUSS(ACELL),TET VAC/PF",119038,6021775.49,118181.0,50.953837673,112057.034,56.598735037,97885.0,25.55673382,20296.0,3.5695585337,2011,52060
53,53,ADDERALL,DEXTROAMPHETAMINE/AMPHETAMINE,4952,1308012.9,1905.0,686.62094488,379367.0,3.4483387683999998,479.0,207.43768267,1426.0,8.7451893408,2011,52064
54,54,ADDERALL XR,DEXTROAMPHETAMINE/AMPHETAMINE,48889,14760082.94,12740.0,1158.5622402000001,2253296.0,6.555881881,2835.0,224.98941093,9905.0,14.873809187,2011,52065
55,55,ADIPEX-P,PHENTERMINE HCL,21,1237.6,,,572.0,2.1744801648,,,,,2011,52066
56,56,ADOXA,DOXYCYCLINE MONOHYDRATE,142,95472.84,105.0,909.26514286,4286.0,22.066438374,59.0,117.93677966,46.0,3.5326086957,2011,52067
59,59,ADRENALIN CHLORIDE,EPINEPHRINE HCL,15,417.02,14.0,29.787142857,475.0,0.8779368420999999,,,,,2011,52070
60,60,ADRIAMYCIN,DOXORUBICIN HCL,180,23401.21,73.0,320.56452055,7872.0,15.087081534000001,36.0,48.552777778,37.0,2.0318918919,2011,52071
62,62,ADVAIR DISKUS,FLUTICASONE/SALMETEROL,6168173,1664865680.5,1402405.0,1187.1504169000002,436747918.13,3.8138680831,664800.0,229.50391736,737605.0,20.521865389000002,2011,52073
63,63,ADVAIR HFA,FLUTICASONE/SALMETEROL,252981,68631288.46,74061.0,926.68595428,3465654.171,19.804599114000002,34626.0,183.27406024,39435.0,15.387088627,2011,52074
64,64,ADVANCED AM/PM,OM-3/CALCIUM/D3/FA/MV CMB 13,22,1239.38,,,3420.0,0.3623918129,,,,,2011,52075
65,65,ADVICOR,NIACIN/LOVASTATIN,33250,7221493.71,7251.0,995.93072818,1908640.0,3.7901680075,5810.0,355.3086747,1441.0,24.769736294,2011,52076
67,67,AEROBID-M,FLUNISOLIDE/MENTHOL,61,5512.42,50.0,110.2484,449.0,12.277104677,27.0,78.891111111,23.0,5.5265217391,2011,52078
70,70,AGGRENOX,ASPIRIN/DIPYRIDAMOLE,1089190,270984006.93,176897.0,1531.8745198,78957696.009,3.4320151249,101170.0,382.02940516,75727.0,32.250166123,2011,52081
71,71,AGRYLIN,ANAGRELIDE HCL,354,273011.32,69.0,3956.6857971,43247.0,6.3128383472000005,38.0,671.24,31.0,23.801935484,2011,52082
72,72,A-HYDROCORT,HYDROCORTISONE SOD SUCCINATE,11,372.1,,,228.0,1.6320175438999998,,,,,2011,52083
73,73,AIMSCO MINI ULTRA-THIN II,"PEN NEEDLE, DIABETIC",61,1227.88,48.0,25.580833333,6660.0,0.1843663664,24.0,20.285416667,24.0,2.8904166667,2011,52084
74,74,AIMSCO ULTRA THIN II,"PEN NEEDLE, DIABETIC",1000,25200.84,444.0,56.758648648999994,122500.0,0.205630228,152.0,32.119605263000004,292.0,6.171917808200001,2011,52085
75,75,AKNE-MYCIN,ERYTHROMYCIN BASE,687,84766.08,533.0,159.03579737,22028.45,3.8480274372000003,333.0,73.13552552600001,200.0,5.019,2011,52086
76,76,AKORN BALANCED SALT,BALANCED SALT IRRIG SOLN NO.2,11,288.93,,,381.0,0.7583464567,,,,,2011,52087
77,77,AK-PENTOLATE,CYCLOPENTOLATE HCL,730,6893.65,563.0,12.244493783,2019.0,3.414388311,369.0,7.194173441699999,194.0,1.993556701,2011,52088
78,78,AK-POLY-BAC,BACITRACIN/POLYMYXIN B SULFATE,9012,218612.24,5486.0,39.849114109,32923.875,6.639930445599999,2496.0,11.140729167,2990.0,1.3611906355,2011,52089
79,79,AKTEN,LIDOCAINE HCL/PF,12,610.36,,,413.5,1.4760822249,,,,,2011,52090
81,81,ALAMAST,PEMIROLAST POTASSIUM,2392,275773.85,956.0,288.46637029,26180.0,10.533760504,444.0,121.66684685,512.0,8.7337109375,2011,52092
84,84,ALBUMIN (HUMAN),ALBUMIN HUMAN,15,4797.73,,,4130.0,1.5005755014,,,,,2011,52095
85,85,ALBUMINAR-25,ALBUMIN HUMAN,43,29829.5,15.0,1988.6333333,16400.0,1.8188719512,,,,,2011,52096
86,86,ALBURX,ALBUMIN HUMAN,45,16210.84,14.0,1157.9171429,9895.0,1.9510593827,,,,,2011,52097
87,87,ALBUTEROL SULFATE,ALBUTEROL SULFATE,1020652,18734151.66,298242.0,62.81526968,117281704.2,0.19426632870000002,64973.0,20.374150032,233269.0,1.1160533976,2011,52098
88,88,ALCAINE,PROPARACAINE HCL,15,533.03,,,225.0,2.3690222222,,,,,2011,52099
89,89,ALCLOMETASONE DIPROPIONATE,ALCLOMETASONE DIPROPIONATE,34197,1100650.3,22196.0,49.587777077,1412621.18,0.7783342779000001,15877.0,11.846806072,6319.0,2.307998101,2011,52100
90,90,ALCOHOL PADS,ALCOHOL ANTISEPTIC PADS,278,2833.7,135.0,20.99037037,29100.0,0.0973780069,12.0,3.2925,123.0,2.9287804877999997,2011,52101
91,91,ALCOHOL PREP PADS,ALCOHOL ANTISEPTIC PADS,90422,506206.54,29603.0,17.099839205,9785478.0,0.0517303846,4977.0,4.3939361061,24626.0,4.1568695687,2011,52102
92,92,ALCOHOL PREP SWABS,ALCOHOL ANTISEPTIC PADS,4815,17373.03,1929.0,9.0062363919,535300.0,0.0324547543,451.0,2.9479379157,1478.0,3.6737415425999997,2011,52103
93,93,ALCOHOL SWAB,ALCOHOL ANTISEPTIC PADS,33,127.28,25.0,5.0912,4801.0,0.0265111435,12.0,1.1483333333,13.0,2.5238461538,2011,52104
94,94,ALCOHOL SWABS,ALCOHOL ANTISEPTIC PADS,88846,338610.58,33211.0,10.19573575,9806995.1,0.0345274548,5009.0,3.5171950488999997,28202.0,3.7217644139,2011,52105
95,95,ALCOHOL WIPES,ALCOHOL ANTISEPTIC PADS,1836,5890.67,655.0,8.993389313,203462.0,0.0289521876,71.0,4.0467605633999995,584.0,3.7843321918,2011,52106
96,96,"ALCOHOL,DEHYDRATED",ETHYL ALCOHOL,33,2195.48,,,2409.0,0.9113657118999999,,,,,2011,52107
97,97,ALDACTAZIDE,SPIRONOLACT/HYDROCHLOROTHIAZID,5055,406971.36,1318.0,308.77948407,244424.5,1.6761648169,877.0,178.31540479,441.0,18.812131519,2011,52108
100,100,ALDEX D,PHENYLEPHRINE/PYRILAMINE,50,3880.39,43.0,90.24162790700001,7330.0,0.5293847203000001,,,,,2011,52111
101,101,ALDEX-CT,PHENYLEPHRINE/DIPHENHYDRAMINE,79,7985.34,58.0,137.67827586,3237.0,2.4668952734,29.0,79.124482759,29.0,7.8944827586,2011,52112
102,102,ALENDRONATE SODIUM,ALENDRONATE SODIUM,9685594,154633135.69,1868915.0,82.739523034,61719800.123,2.6012843715000002,1199715.0,38.774500685999996,669200.0,6.9661016139,2011,52113
103,103,ALFUZOSIN HCL ER,ALFUZOSIN HCL,89235,7817604.22,39922.0,195.82195832,4324809.0,1.8076183757,30634.0,63.961611608000005,9288.0,3.744829888,2011,52114
105,105,ALI-FLEX,ACETAMINOPHEN/PHENYLTOLX,343,5870.24,152.0,38.62,19531.0,0.3005601352,92.0,16.877717390999997,60.0,4.3073333333,2011,52116
106,106,ALIMTA,PEMETREXED DISODIUM,1070,4973476.66,207.0,24026.457295,4709.0,1749.7031885000001,86.0,1494.5769767000002,121.0,111.6807438,2011,52117
109,109,ALLEGRA,FEXOFENADINE HCL,7144,561895.46,3920.0,143.34067857,476778.1,1.8673771546,1805.0,71.871279778,2115.0,6.2052624113,2011,52120
110,110,ALLEGRA ODT,FEXOFENADINE HCL,61,6668.48,44.0,151.55636364,3799.0,1.7553250855000002,16.0,58.245625,28.0,8.1539285714,2011,52121
111,111,ALLEGRA-D 12 HOUR,FEXOFENADINE/PSEUDOEPHEDRINE,2980,336017.34,1888.0,177.97528602,159424.0,2.1076960809,767.0,76.45208605,1121.0,6.677823372000001,2011,52122
112,112,ALLEGRA-D 24 HOUR,FEXOFENADINE/PSEUDOEPHEDRINE,7745,1059767.05,5062.0,209.35737851,248377.0,4.2667680582,1685.0,80.237958457,3377.0,6.9379893397000005,2011,52123
113,113,ALLERX 10,PSEUDOEPHEDRIN/METHSCOP/CPM/PE,13,9852.82,11.0,895.71090909,1080.0,9.1229814815,,,,,2011,52124
114,114,ALLERX 30,PSEUDOEPHEDRIN/METHSCOP/CPM/PE,19,17897.96,16.0,1118.6225,1980.0,9.0393737374,16.0,,0.0,,2011,52125
115,115,ALLERX DF,CHLORPHENIRAMINE/METHSCOPOLAMN,48,20742.54,40.0,518.5635,2380.0,8.7153529412,,,,,2011,52126
116,116,ALLERX DF 30,CHLORPHENIRAMINE/METHSCOPOLAMN,35,19255.24,31.0,621.13677419,2460.0,7.8273333333,,,,,2011,52127
117,117,ALLERX PE,CHLOR-MAL/PHENYLEPH/METHSCOP,86,34245.88,67.0,511.13253731,3570.0,9.592683473400001,49.0,108.49489796,18.0,7.216666666699999,2011,52128
119,119,ALOCRIL,NEDOCROMIL SODIUM,4781,534697.19,2278.0,234.72220808,28100.0,19.028369751,1289.0,68.659286268,989.0,8.4160262892,2011,52130
120,120,ALOMIDE,LODOXAMIDE TROMETHAMINE,1310,140994.8,615.0,229.25983739999998,14905.0,9.4595639047,333.0,121.0651952,282.0,7.3503900709000005,2011,52131
121,121,ALOQUIN,IODOQUINOL/ALOE POLYSACCHAR #1,116,18059.96,83.0,217.58987952,7200.0,2.5083277778,53.0,56.292641509,30.0,3.097,2011,52132
123,123,ALOXI,PALONOSETRON HCL,2003,1458210.24,537.0,2715.4753073,18950.0,76.950408443,226.0,272.16752212,311.0,17.97681672,2011,52134
124,124,ALPHAGAN P,BRIMONIDINE TARTRATE,826128,94131502.62,204217.0,460.93862225,7118076.209,13.214835783,117019.0,163.56698254,87198.0,17.292714053,2011,52135
131,131,ALREX,LOTEPREDNOL ETABONATE,92139,12083499.26,45319.0,266.63208058,604338.94,19.994573343,23686.0,77.898406654,21633.0,7.429782739299999,2011,52142
134,134,ALTAVERA,LEVONORGESTREL-ETHIN ESTRADIOL,759,24124.84,206.0,117.11087379,27916.0,0.8641940106,17.0,33.484705882,189.0,3.7865079364999996,2011,52145
137,137,AMANTADINE,AMANTADINE HCL,347791,11878529.9,65005.0,182.73255749999998,29189955.811,0.4686158797,31442.0,50.050669168999995,33563.0,5.689090069400001,2011,52148
139,139,AMBIEN,ZOLPIDEM TARTRATE,40793,8160743.5,10506.0,776.76979821,1405003.0,5.808288220900001,5347.0,207.32397232,5159.0,16.361137817,2011,52150
140,140,AMBIEN CR,ZOLPIDEM TARTRATE,72851,14586579.45,20332.0,717.41980376,2452986.0,5.9471779503999995,9432.0,211.11105279999998,10900.0,14.776187155999999,2011,52151
141,141,AMBISOME,AMPHOTERICIN B LIPOSOME,194,543310.38,52.0,10448.276538,22284.205,24.380963108000003,26.0,667.23192308,26.0,16.367307692,2011,52152
143,143,AMERGE,NARATRIPTAN HCL,1437,450899.44,416.0,1083.8928846,15818.0,28.504144424,212.0,252.20004717,204.0,13.544166667,2011,52154
144,144,A-METHAPRED,METHYLPREDNISOLONE SOD SUCC,3862,54006.03,2441.0,22.124551413000002,28180.13,2.2297897347999998,527.0,8.2767172676,1914.0,0.3607523511,2011,52155
145,145,AMETHIA,L-NORGEST/E.ESTRADION-E.ESTRAD,620,133300.55,491.0,271.48788187,56387.0,2.3640298296,27.0,69.337777778,464.0,1.891875,2011,52156
146,146,AMETHYST,LEVONORGESTREL-ETHIN ESTRADIOL,371,24054.34,117.0,205.59264957,13580.0,1.7713063328,13.0,59.283846153999995,104.0,4.596730769200001,2011,52157
149,149,AMIKACIN SULFATE,AMIKACIN SULFATE,6406,330945.01,2834.0,116.77664432,647657.8520000001,0.5154975251,498.0,61.028614458,2336.0,1.0783518836,2011,52160
150,150,AMILORIDE HCL,AMILORIDE HCL,68004,4176765.97,13261.0,314.96613905,4521275.063,0.9238026689,8615.0,81.311307023,4646.0,8.543727938,2011,52161
151,151,AMILORIDE-HYDROCHLOROTHIAZIDE,AMILORIDE/HYDROCHLOROTHIAZIDE,127044,930817.45,24314.0,38.283188698000004,6351558.0,0.1465494687,18499.0,26.998270716999997,5815.0,9.0493895099,2011,52162
154,154,AMINOSYN,PARENTERAL AMINO ACID 10% NO.2,16,1221.19,,,39956.0,0.030563369700000002,,,,,2011,52165
155,155,AMINOSYN II,PARENTERAL AMINO ACID 10% NO.1,148,17619.78,,,720009.08,0.0244716081,,,,,2011,52166
156,156,AMINOSYN II,PARENTERAL AMINO ACID 15% NO.2,229,20919.17,40.0,522.97925,622782.654,0.033589840499999996,,,,,2011,52167
157,157,AMIODARONE HCL,AMIODARONE HCL,1715690,38360604.8,366216.0,104.7485768,76541441.617,0.5018170096,235684.0,37.541790788,130532.0,6.5928988294,2011,52168
159,159,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL,4077101,23185136.48,785313.0,29.523433943,221215027.2,0.1069816026,397244.0,20.605919158,388069.0,6.9057364025,2011,52170
160,160,AMITRIPTYLINE-CHLORDIAZEPOXIDE,AMITRIP HCL/CHLORDIAZEPOXIDE,25,1460.43,13.0,112.34076923,1560.0,0.9543889031999999,,,,,2011,52171
161,161,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,27947959,383118840.99,4798488.0,79.841575302,1263562492.5,0.3040145954,2884071.0,39.71456667,1914417.0,8.0317713957,2011,52172
162,162,AMLODIPINE BESYLATE-BENAZEPRIL,AMLODIPINE BESYLATE/BENAZEPRIL,3202726,295834758.95,504870.0,585.96224563,143184599.66,2.0835834614,318578.0,131.44095634,186292.0,15.03331018,2011,52173
163,163,AMLODIPINE-ATORVASTATIN,AMLODIPINE/ATORVASTATIN,4852,1211924.54,4824.0,251.22813847,251200.0,4.832041000799999,3624.0,41.82937638,1200.0,2.6059083333,2011,52174
164,164,AMMONIUM LACTATE,AMMONIUM LACTATE,539663,11611182.79,239147.0,48.55249194,158993122.98,0.0731624944,76447.0,9.0650795976,162700.0,2.1123529809,2011,52175
166,166,AMOX TR-POTASSIUM CLAVULANATE,AMOXICILLIN/POTASSIUM CLAV,172349,4483974.07,145452.0,30.827861219000003,3671344.796,1.246206862,78267.0,9.1528688975,67185.0,1.5963027461000001,2011,52177
169,169,AMOXICILLIN-CLAVULANATE POT ER,AMOXICILLIN/POTASSIUM CLAV,30456,3031310.67,24851.0,121.97942417,939016.0,3.2281778692,15465.0,40.323794374,9386.0,2.8150308970999998,2011,52180
170,170,AMOXICILLIN-CLAVULANATE POTASS,AMOXICILLIN/POTASSIUM CLAV,2345274,63904075.32,1789120.0,35.718160504000004,52003898.337,1.3312330461,1026464.0,11.097624086,762656.0,1.8433601125999999,2011,52181
172,172,AMPHETAMINE SALT COMBO,DEXTROAMPHETAMINE/AMPHETAMINE,1713,63451.42,626.0,101.36009585,111268.0,0.5746863704,174.0,34.597183908000005,452.0,4.7226548673,2011,52183
174,174,AMPICILLIN SODIUM,AMPICILLIN SODIUM,6047,1157097.67,1572.0,736.0672201,1064171.71,1.1849986458,655.0,264.1838626,917.0,7.171897491799999,2011,52185
175,175,AMPICILLIN TRIHYDRATE,AMPICILLIN TRIHYDRATE,163540,1336752.66,115955.0,11.528201975,5265649.036,0.2658996476,57013.0,6.2931026257000005,58942.0,1.2209438092,2011,52186
176,176,AMPICILLIN-SULBACTAM,AMPICILLIN SODIUM/SULBACTAM NA,7952,1051558.79,2250.0,467.35946222,1430432.217,0.8670787642,495.0,139.33715152,1755.0,2.8536581197000004,2011,52187
177,177,AMPYRA,DALFAMPRIDINE,40470,51706473.73,7277.0,7105.4656768,2668261.98,19.378334705,2290.0,712.10249345,4987.0,15.188722679000001,2011,52188
178,178,AMRIX,CYCLOBENZAPRINE HCL,7430,2644765.07,3786.0,698.56446646,255512.0,10.351666865,1437.0,127.38284621,2349.0,11.333584504000001,2011,52189
179,179,AMTURNIDE,ALISKIREN/AMLODIPIN/HCTHIAZIDE,1979,227394.54,713.0,318.92642356,74151.0,3.0638013587,371.0,129.57420485,342.0,13.36374269,2011,52190
181,181,ANABAR,SAL-AMIDE/ACETAMINOPHN/P-TLOX,28,1303.27,13.0,100.25153846,2235.0,0.5831185682,,,,,2011,52192
183,183,ANAFRANIL,CLOMIPRAMINE HCL,448,454238.27,66.0,6882.398030300001,38486.0,11.792598498,19.0,607.17789474,47.0,10.104893617,2011,52194
184,184,ANAGRELIDE HCL,ANAGRELIDE HCL,45018,4858907.13,7481.0,649.4996832,4758870.8,1.0550078566,5395.0,90.022088971,2086.0,11.761155320999999,2011,52195
185,185,ANALPRAM HC,HYDROCORTISONE/PRAMOXINE,16,1561.21,16.0,97.575625,946.0,1.6503276956,,,,,2011,52196
186,186,ANAMANTLE HC,LIDOCAINE/HYDROCORTISONE AC,258,73163.25,202.0,362.19430693,17930.0,7.853191933400001,111.0,83.707297297,91.0,5.1628571429,2011,52197
187,187,ANAPROX,NAPROXEN SODIUM,46,10155.41,13.0,781.18538462,4648.0,2.1848988812,,,,,2011,52198
188,188,ANAPROX DS,NAPROXEN SODIUM,264,65182.48,99.0,658.40888889,19420.0,3.35646138,64.0,149.50890625,35.0,11.685714286,2011,52199
189,189,ANASPAZ,HYOSCYAMINE SULFATE,2401,33538.91,1236.0,27.135040453000002,163609.0,0.2049942852,794.0,18.32697733,442.0,4.2827828054,2011,52200
196,196,ANGELIQ,DROSPIRENONE/ESTRADIOL,1376,135255.59,332.0,407.39635542,51276.0,2.6377952648,210.0,234.99861905,122.0,19.233360656,2011,52207
198,198,ANTARA,"FENOFIBRATE,MICRONIZED",64695,12381408.02,12729.0,972.69290753,2650719.0,4.6768296110000005,6028.0,314.21536828,6701.0,22.496931801,2011,52209
199,199,ANTIPYRINE-BENZOCAINE,ANTIPYRINE/BENZOCAINE,27612,324996.76,24087.0,13.492620916,354925.19,0.9156767937000001,13554.0,5.533043382000001,10533.0,1.5119035413,2011,52210
200,200,ANTIVERT,MECLIZINE HCL,419,38733.1,232.0,166.95301724,22248.0,1.7419354296,117.0,90.462820513,115.0,7.3969565217,2011,52211
202,202,ANZEMET,DOLASETRON MESYLATE,682,643626.02,241.0,2670.6473859000002,11987.5,47.844026062,127.0,164.1084252,114.0,5.5114035088,2011,52213
203,203,APEXICON E,DIFLORASONE DIACETATE/EMOLL,4068,927339.32,2661.0,348.49279218,225415.0,4.1139201916,1785.0,62.898980392,876.0,3.3422260274,2011,52214
207,207,APLENZIN,BUPROPION HBR,4640,1647033.69,970.0,1697.9728763,158291.0,10.501886605,383.0,346.83903394,587.0,18.168296422,2011,52218
208,208,APOKYN,APOMORPHINE HCL,930,3253667.37,246.0,13226.290122,58121.0,55.980925483,128.0,1261.0080469,118.0,21.295677966,2011,52219
209,209,APRACLONIDINE HCL,APRACLONIDINE HCL,5468,563245.87,1653.0,340.74160315,38552.0,14.61002983,1072.0,76.79382462699999,581.0,6.753201376900001,2011,52220
210,210,APRI,DESOGESTREL-ETHINYL ESTRADIOL,17416,457206.1,2791.0,163.81443927,614134.0,0.7444728675,210.0,62.231238095,2581.0,7.1623944208,2011,52221
211,211,APRISO,MESALAMINE,35798,9801214.68,7359.0,1331.8677375,4852828.0,2.0196913387,5110.0,329.17969863,2249.0,27.417287683,2011,52222
213,213,APTIVUS,TIPRANAVIR/VITAMIN E TPGS,15,17038.05,,,4455.0,3.8244781144999997,,,,,2011,52224
214,214,ARALAST NP,ALPHA-1-PROTEINASE INHIBITOR,3822,23437055.98,260.0,90142.523,50655302.69,0.4628228595,99.0,5871.216666699999,161.0,69.789006211,2011,52225
215,215,ARALEN PHOSPHATE,CHLOROQUINE PHOSPHATE,21,1921.43,,,296.0,6.4913175676,,,,,2011,52226
216,216,ARANELLE,NORETHINDRONE-ETHINYL ESTRAD,669,24850.01,99.0,251.01020202,23828.0,1.0428911365,12.0,61.666666667,87.0,7.8103448276,2011,52227
217,217,ARANESP,DARBEPOETIN ALFA IN ALBUMN SOL,15,14543.8,,,16.6,1020.1338222,,,,,2011,52228
218,218,ARANESP,DARBEPOETIN ALFA IN POLYSORBAT,80290,72411062.27,15260.0,4745.1548014,70082.088,1142.3251909000003,3563.0,575.8537721,11697.0,13.49689664,2011,52229
220,220,ARBINOXA,CARBINOXAMINE MALEATE,1256,47394.08,849.0,55.823415783,76480.0,0.6422537048,381.0,13.738608924000001,468.0,2.4027991453,2011,52231
222,222,ARESTIN,MINOCYCLINE HCL MICROSPHERES,1394,825031.02,1362.0,605.74964758,27828.0,29.647514015,1235.0,93.222210526,127.0,11.999212598,2011,52233
